question,answer,contexts,contexts_ids,ground_truth,goldPassages
The Historical Society of the Principality of Liechtenstein plays what?,"The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country. This includes maintaining records, artifacts, and other materials related to the nation's past. By doing so, it","Context: . The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country, Context: The Kunstmuseum Liechtenstein is the museum of modern and contemporary art in Vaduz and the national gallery of the Principality of Liechtenstein","2864, 2863",a role in preserving the culture and history of the country.,
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,"Yes, according to the context, the arrival of Louis Kossuth, an exiled leader of a failed Hungarian revolution, was indeed an issue that arose during Fillmore's presidency. This is because Kossuth sought to persu","Context: Another issue that presented itself during Fillmore's presidency was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution), Context: . Kossuth wanted the United States to abandon its non-intervention policies when it came to European affairs and recognize Hungaryâs independence","174, 174",Yes,
"Was Millard Fillmore born on January 7, 1800?","Yes, he was. The context states that Millard Fillmore was born on January 7, 1800.","Context: Millard Fillmore (January 7, 1800   March 8, 1874) was the thirteenth President of the United States, serving from 1850 until 1853, and the last member of the Whig Party to hold that office, Context: Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,","148, 149",yes,
He founded the private university of buffalo on what date?,"The University of Buffalo was founded in 1846. Explanation: According to the context, Millard Fillmore founded the University of Buffalo in 1846. Although the exact date is not specified, the context does","Context: In 1846, he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system, Context: Fillmore was one of the founders of the University of Buffalo. The school was chartered by an act of the New York State Legislature on May 11, 1846, and at first was only a medical school","152, 181",1846,
"What happened in a log cabin in summerhill , new york?","No, there is no information about a log cabin in Summerhill, New York. The context specifically mentions a symbolic log cabin at Abraham Lincoln Birthplace National Historic Site, but it does not provide any details about any log cabin located in Summer","Context: Symbolic log cabin at Abraham Lincoln Birthplace National Historic Site, Context: Adams never bought a slave and declined on principle to employ slave labor. Littlefield, Daniel C. ""John Jay, the Revolutionary Generation, and Slavery."" New York History 2000 81(1): p 91-132","283, 668",Fillmore was born,
How much do sea otters weigh?,Sea otters weigh about 30 kg (about 65 pounds). This is stated explicitly in the context.,"Context: Sea otters eat shellfish and other invertebrates (especially clams, abalone, and sea urchins ), frequently using rocks as crude tools to smash open shells. They grow to 1 to 1.5 m (2.5 to 5 feet) in length and weigh 30 kg (about 65 pounds), Context: .  Most species live beside water, entering it mainly to hunt or travel, otherwise spending much of their time on land to avoid their fur becoming waterlogged.  The sea otter lives actually in the sea","1926, 1919",30 kg (about 65 pounds),
Does otter give birth or lay egg?,"No, otters give birth to live young. This is different from some reptiles and birds, which lay eggs. In the case of otters, the babies develop inside the mother's body before they are born.","Context: . Usually, the male stays with the egg and keeps it warm while the female goes to sea to find food for the baby. When the female comes back, they switch roles, Context: An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature","965, 1914",give birth,
How do otters keep themselves warm without blubber?,"Yes, sea otters keep themselves warm without blubber by trapping a layer of air in their thick fur. They maintain this insulating layer by regularly grooming and blowing air into their fur with their mouths. This adaptation allows them to","Context: Unlike most marine mammals such as (seals or whales), sea otters do not have a layer of insulating blubber, Context: . As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.  They spend most of their time in the water, whereas other otters spend much of their time on land","1927, 1927",A layer of air trapped in their fur.  ,
An otter 's den is what?,An otter's den is called a holt. The term holt is used to refer to the burrow or den where an otter lives.,"Context: An otter's den is called a holt.  Male otters are dog-otters, females are bitches and babies are cubs or pups.  The collective noun romp is sometimes used for a group of otters, being descriptive of their often playful nature, Context: In some areas this is a protected species, and some places have otter sanctuaries, which help ill and injured otters to recover","1914, 1923",A holt,
"What is ""tobogganing""?",Tobogganing is a method of movement used by penguins that involves sliding on their bellies across the snow. This conserves energy and allows them to move quickly.,"Context: Penguins either waddle on their feet or slide on their bellies across the snow, a movement called ""tobogganing"", which conserves energy while moving quickly, Context: .  They also jump with both feet together if they want to move more quickly or cross steep or rocky terrain","961, 961",when penguins slide on their bellies across the snow,
What order do penguins belong to?,"Sphenisciformes. This is the order to which penguins belong, as stated in the context. Penguins are a group of aquatic, flightless birds living almost exclusively in the Southern Hemisphere, classified under this particular","Context: What seems clear is that penguins belong to a clade of Neoaves (living birds except paleognaths and fowl) which comprises what is sometimes called ""higher waterbirds"" to distinguish them from the more ancient waterfowl, Context: Penguins (order Sphenisciformes, family Spheniscidae) are a group of aquatic, flightless birds living almost exclusively in the Southern Hemisphere","993, 951",Sphenisciformes,
Are all penguins countershaded?,"Yes, all penguins are countershaded. This camouflage pattern helps them blend in with their environment when seen from above (predators) and below (prey). The white belly blends with the light from above when viewed","Context: All penguins are countershaded - that is, they have a white underside and a dark (mostly black) upperside. This is for camouflage, Context: . Although all penguin species are native to the southern hemisphere, they are not, contrary to popular belief, found only in cold climates, such as Antarctica. In fact, only a few species of penguin actually live so far south","959, 952",Yes,
"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?","Yes, the Little Blue Penguin, also known as the Fairy Penguin, is indeed the smallest penguin species. Standing at approximately 40 cm tall (16 in) and weighing around 1 kg (","Context: . The smallest penguin species is the Little Blue Penguin (also known as the Fairy Penguin), which stands around 40 cm tall (16 in) and weighs 1 kg (2.2 lb), Context: The number of penguin species is debated. Depending on which authority is followed, penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae","953, 952",Yes,
Why polar bear is a special species?,"Yes, the polar bear is a special species for several reasons. One of them is their adaptation to the Arctic environment, where they are the top marine carnivore. They have white fur that provides camouflage in the snow and","Context: The polar bear is a vulnerable species at high risk of extinction. Zoologists and climatologists believe that the projected decreases in the polar sea ice due to global warming will reduce their population by two thirds by mid-century, Context: Polar bears gradually molt their hair from May to August; Kolenosky G. B. 1987. Polar bear. Pp. 475â485 in Wild furbearer management and conservation in North America (M. Novak, J. A. Baker, M. E. Obbard, and B. Malloch, eds.)","2594, 2598","The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",
How much weight do female polar bears gain during pregnancy?,"No, the text does not provide specific information about how much weight female polar bears gain during pregnancy.","Context: . Only female polar bears enter a dormant state referred to as ""denning"" during pregnancy, though their body temperature does not decrease during this period as it would for a typical mammal in hibernation, Context: Polar bears mate in April/May over a one week period needed to induce ovulation. The fertilized egg then remains in a suspended state until August or September","2607, 2635",They gain double their weight.,
Garbage is what?,"Yes, garbage is a material that is no longer needed or wanted. In the context, it is described as something that polar bears investigate and consume when they come into contact with humans. Before 2006, there was a dump in Churchill","Context: .  To protect the bears, the Churchill dump was closed in 2006. Garbage is now recycled or transported to Thompson, Manitoba.  Hudson Bay Post, Context: Polar bears, being both curious and scavengers   will, where they come into contact with humans, investigate and consume garbage.  This has been documented at the dump in Churchill, Manitoba prior to its closure","2630, 2630","Garbage is now recycled or transported to Thompson, Manitoba.",
When did Qatar become an independent state?,"Yes, according to the context, Qatar became an independent sovereign state on September 3, 1971. This occurred after regional disputes prompted Qatar to withdraw from a coalition that would later evolve into the seven-","Context: After domination by the Ottoman and British empires for centuries, Qatar became an independent state on September 3, 1971, Context: . Regional disputes however, quickly compelled Qatar to resign and declare independence from the coalition that would evolve into the seven-emirate United Arab Emirates. On September 3, 1971, Qatar became an independent sovereign state","2541, 2547","September 3, 1971.",
How do qatar and the wider region relate?,"Yes, Qatar's investment in all social and economic sectors aims to develop a strong financial market, which will also benefit the wider region. The Qatar Investment Authority, established with a long-term perspective, plays a significant role in this","Context: Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market, Context: . It has been created with a long term perspective to support the development of Qatar and the wider region, develop local and regional markets, and strengthen the links between the energy based economies and global financial markets","2567, 2568",Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,
"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?","Yes, the QFC has been created with a long term perspective to support the development of Qatar and the wider region, develop local and regional markets, and strengthen the links between the energy based economies and global financial markets. This information is explicitly","Context: . It has been created with a long term perspective to support the development of Qatar and the wider region, develop local and regional markets, and strengthen the links between the energy based economies and global financial markets, Context: The Qatar Financial Centre (QFC) provides financial institutions with a world class financial services platform situated in an economy founded on the development of its hydrocarbons resources","2568, 2568",Yes,
What is the official language of Romania?,"Yes, Romanian is the official language of Romania. This is because 91% of the population speaks it as their first language, according to the given context.","Context: The official language of Romania is Romanian, an Eastern Romance language related to Italian, French, Spanish, Portuguese and Catalan, Context: . Romanian is spoken as a first language by 91% of the population, with Hungarian and Romani being the most important minority languages, spoken by 6.7% and 1.1% of the population, respectively","3104, 3104",Romanian.,
What is the largest ethnic minority in Romania?,"Yes, according to the context, Hungarians are the largest ethnic minority in Romania, making up 6.6% of the population. This exceeds the percentage of Roma or Gypsies, who make up 2% of the population","Context: .5% of the population. The largest ethnic minorities are Hungarians, who make up 6.6% of the population and Roma, or Gypsies, who make up 2% of the population. By the official census 535,250 Roma live in Romania, Context: . Romanian is spoken as a first language by 91% of the population, with Hungarian and Romani being the most important minority languages, spoken by 6.7% and 1.1% of the population, respectively","3102, 3104",Hungarians,
Is Romania a semi-presidential unitary state?,"Yes, because in a semi-presidential system, executive functions are shared between the president and prime minister, and Romania follows this structure. Also, as a unitary state, administrative authority is concentrated in the central government, which is consistent with","Context: Romania is a semi-presidential unitary state. As a nation-state, the country was formed by the merging of Moldavia and Wallachia in 1859 and it gained recognition of its independence in 1878, Context: Romania is a semi-presidential democratic republic where executive functions are shared between the president and the prime minister.  The president is elected by popular vote, and resides at Cotroceni Palace","3047, 3140",Yes,
How many people use the bus network daily?,"Yes, more than 2.78 million people use the bus network daily. This is stated explicitly in the context as part of the information given about Singapore's public transport usage.","Context: More than 2.78 million people use the bus network daily, while more than 1.3 million people use either the LRT or MRT as part of their daily routine.    Approximately 991,000 people use the taxi services daily, Context: . The public bus transport has been the subject of criticism by Singaporeans, the majority of whom are dependent on it for their daily commuting, but suffer from its infrequency, poor scheduling and the buses' sometimes less-than-desirable conditions","2811, 2809",More than 2.78 million people.,
"What does ""singa"" mean?","Yes, ""singa"" means ""lion"" in Sanskrit, as derived from the name of the city-state Singapura.","Context: The name Singapura is derived from the Sanskrit words singa à®à®¿à®à¯à®     (""lion"") and   à®ªà¯à®°   (""city""), Context: . However, the majority of the population speak a localised hybrid form of English known as Singlish (""Singapore English""), which has many creole-like characteristics, incorporating vocabulary and grammar from Standard English, various Chinese dialects, Malay and Indian languages","2705, 2773",lion,
Why are relations with Malaysia and Indonesia important?,"Yes, relations with Malaysia and Indonesia are important due to geographical reasons. Being a neighboring country, having close ties with these nations is crucial for trade, cultural exchange, and regional stability. This is further emphasized by Singapore's participation in","Context: . Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important, Context: .    Indonesia maintains close relationships with its neighbors in Asia, and is a founding member of ASEAN and the East Asia Summit","2725, 778","Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",
How do reservoirs and water relate?,"Yes, reservoirs are built for storing and managing water. In Singapore, the network of reservoirs plays a crucial role in meeting the city-state's domestic water needs by collecting, storing, and treating raw water before distribution to households","Context: Singapore has a network of reservoirs and water catchment areas. By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs, Context: The water resources of Singapore are precious given the small amount of land and territory in Singapore relative to the large urban population in the city-state","2800, 2799","By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. ",
Does Theodore Roosevelt have a brother?,"Yes, Theodore Roosevelt had a brother named Elliott. The context states that he had an elder sister Anna, nicknamed ""Bamie"" as a child and ""Bye"" as an adult, and two younger siblings - his brother","Context: *  My Brother Theodore Roosevelt, 1921 By Corinne Roosevelt Robinson, a bestseller with a woman's and sister's point of view on TR. Full text and Full text Search, Free to Read and Search, Context: . He had an elder sister Anna, nicknamed ""Bamie"" as a child and ""Bye"" as an adult for being always on the go; and two younger siblingsâhis brother Elliott (the father of Eleanor Roosevelt) and his sister Corinne, (grandmother of newspaper columnists, Joseph and Stewart Alsop)","3042, 2884",Yes,
Did Roosevelt receive a Medal of Honor?,"Yes, based on the context, Theodore Roosevelt received the Medal of Honor posthumously for his actions during the Spanish-American War. Additionally, his son, Theodore Roosevelt Jr., also received the Medal of Honor for his heroism at the","Context: . On January 16, 2001, President Bill Clinton awarded Theodore Roosevelt the Medal of Honor posthumously for his charge up San Juan Hill, Cuba, during the Spanish-American War. Roosevelt's eldest son, Brigadier General Theodore Roosevelt, Jr, Context: ., received the Medal of Honor for heroism at the Battle of Normandy in 1944. The Roosevelts thus became one of only two father-son pairs to receive this honor","3012, 3012",yes,
Does the mother care for the young?,"No, because in both cases mentioned in the context, the mothers do not take part in caring for their young. In sea turtles, there is no known species where the mother cares for the young, and in the herd of females,","Context: . They are then covered and left to incubate by themselves.  When the turtles hatch they squirm their way to the surface and make for the water. There are no known species wherein the mother cares for the young, Context: All members of the tightly knit female group participate in the care and protection of the young. Since everyone in the herd is related, there is never a shortage of baby-sitters. In fact, a new calf is usually the centre of attention for all herd members","2687, 1258",No,
Are Pleurodira known as side-necked turtles?,"Yes, Pleurodira are commonly known as side-necked turtles. This name comes from the way they withdraw their heads into their shells, which is to the side rather than straight back like other turtles.","Context: . The Pleurodira are sometimes known as the side-necked turtles, a reference to the way they withdraw their heads into their shells. This smaller group consists primarily of various freshwater turtles, Context: Turtles are divided into three suborders, one of which, the Paracryptodira, is extinct. The two extant suborders are the Cryptodira and the Pleurodira","2691, 2691",Yes,
Are turtle eggs leathery and soft?,"Yes, turtle eggs are leathery and soft. This is stated explicitly in the context as one of their defining characteristics.","Context: Turtles lay eggs, like other reptiles, which are slightly soft and leathery. The eggs of the largest species are spherical, while the eggs of the rest are elongated, Context: . Their albumen is white and contains a different protein than bird eggs, such that it will not coagulate when cooked. Turtle eggs prepared to eat consist mainly of yolk","2687, 2687",Yes,
What sort of turtles are ectothermic?,"Yes, all types of turtles are ectothermic. This is because turtles belong to the reptile class, which is characterized by being ectothermic or ""cold-blooded"". The context mentions that","Context: Like other reptiles, turtles are ectothermic (or ""cold-blooded"" Reptile blood isn't necessarily cold, as reptiles sun themselves and take other measures to stay warm. ), Context: Turtles are divided into three suborders, one of which, the Paracryptodira, is extinct. The two extant suborders are the Cryptodira and the Pleurodira","2684, 2691",all of them,
"Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?","No, the Order Testudines does include both extant (living) and extinct species. The context states that the earliest known turtles were from around 215 million years ago, which means there were turtle species","Context: . The Order Testudines includes both extant (living) and extinct species, the earliest known turtles being from around 215 million years ago,  /ref> making turtles one of the oldest reptile groups, and a much more ancient group than lizards and snakes, Context: Turtles are reptilians of the Order Testudines (all living turtles belong to the crown group Chelonia), most of whose body is shielded by a special bony or cartilaginous shell developed from their ribs","2683, 2683",yes,
Why did Grant think that war was unjust?,"No, the context does not provide information on why Grant thought the war was unjust. It only mentions that Grant wrote that the war was unjust, but it doesn't give any details about his reasons.","Context: . In the 1880s he wrote that the war was unjust, accepting the theory that it was designed to gain land open to slavery, Context: . Garland, p. 126, notes that at the time the War Department made clear that Grant did not leave under a cloud","1777, 1778",He thought it was designed to gain land open to slavery.,
Was Grant 's favorite brand of bourbon whiskey Old Crow ?,"Yes, based on the context, Grant's favorite brand of bourbon whiskey was Old Crow. This is stated explicitly in the first sentence of the context provided.","Context: * Grant's favorite brand of bourbon whiskey was Old Crow, Context: * The Education of Henry Adams by Henry Adams. (1918). ""President Grant (1869)"", 260-65","1868, 1910",yes,
Who founded Montevideo?,"The Spanish founded Montevideo. This is stated explicitly in the context as they established it as a military stronghold in the early 18th century. It was not Argentina or Brazil, as they were involved in a struggle with Spain for Urugu","Context: Montevideo was founded by the Spanish in the early 18th century as a military stronghold. Uruguay won its independence in 1828 following a three-way struggle between Spain, Argentina and Brazil, Context: Montevideo, Uruguay's capital","2, 36",The Spanish.,
How many square kilometres of continental land is Uruguay?,"Yes, Uruguay has 176,214 square kilometers of continental land. This information is provided in the context as the total area of continental Uruguay.","Context: At 176,214 square kilometres (68,036 square miles) of continental land and 142,199 square kilometres (54,903 sq mi) of jurisdictional waters and small river islands,  Instituto Nacional Estadistica  Uruguay is the second smallest sovereign nation in South America (after Suriname) and the third smallest territory (French Guiana is the smallest), Context: At 1,919,440 square kilometers (741,050 sq mi), Indonesia is the world's 16th-largest country in terms of land area","25, 797",176.215 km�� ,
What religions are found in Uruguay?,"Yes, Catholicism is a religion found in Uruguay as two-thirds of the population are declared Roman Catholics. Additionally, Protestantism and Judaism are also practiced there, even though the majority of Uruguay","Context: Although the majority of Uruguayans do not actively practice a religion, they are nominally church members in the Catholic, Protestant and Jewish communities. It is widely considered the most secular nation in Latin America, Context: 88% of the population are of European descent. Just under two-thirds of the population are declared Roman Catholics. However, the majority of Uruguayans are only nominally religious.  CIA World Factbook -- Uruguay","53, 6","Roman Catholic, Protestant, Jewish, and nonprofessing.",
Is The climate in Uruguay temperate?,"Yes, Uruguay has a temperate climate with warm summers and cold winters. This is stated explicitly in the provided context.","Context: The climate in Uruguay is temperate: it has warm summers and cold winters. The predominantly gently undulating landscape is also somewhat vulnerable to rapid changes from weather fronts, Context: Map of Uruguay","31, 28",Yes,
Did the U.S. join the League of Nations?,"No, the U.S. did not join the League of Nations. This is because President Coolidge saw the landslide Republican victory of 1920 as a rejection of the Wilsonian idea that the United States should join the League","Context: . He refused to compromise with the Republicans who controlled Congress after 1918, effectively destroying any chance for ratification of the Treaty of Versailles. The League of Nations went into operation anyway, but the U.S. never joined, Context: . Sobel, 342  Coolidge saw the landslide Republican victory of 1920 as a rejection of the Wilsonian idea that the United States should join the League of Nations","2131, 446",no,
